num_models,fold,doc_offset,corpus_span,corpus_ent_type,error_type,correct_span,correct_ent_type,notes,time_started,time_stopped,time_elapsed
17,train,855,"[62, 71): 'HONG KONG'",LOC,,,,,,,
17,train,855,"[85, 89): 'Thai'",MISC,,,,,,,
17,train,855,"[117, 126): 'Hong Kong'",LOC,,,,,,,
17,train,855,"[234, 243): 'Hong Kong'",LOC,,,,,,,
17,train,855,"[308, 315): 'British'",MISC,,,,,,,
17,train,855,"[366, 407): 'Independent Commission Against Corruption'",ORG,,,,,,,
17,train,855,"[409, 413): 'ICAC'",ORG,,,,,,,
17,train,855,"[513, 517): 'ICAC'",ORG,,,,,,,
17,train,855,"[592, 596): 'Thai'",MISC,,,,,,,
17,train,855,"[708, 717): 'Hong Kong'",LOC,,,,,,,
17,train,855,"[742, 746): 'Thai'",MISC,,,,,,,
17,train,855,"[815, 819): 'ICAC'",ORG,,,,,,,
17,train,855,"[878, 881): 'HK$'",MISC,,,,,,,
17,train,855,"[891, 894): 'US$'",MISC,,,,,,,
17,train,855,"[914, 918): 'Thai'",MISC,,,,,,,
17,train,855,"[933, 937): 'ICAC'",ORG,,,,,,,
17,train,855,"[971, 975): 'ICAC'",ORG,,,,,,,
17,train,855,"[992, 995): 'HK$'",MISC,,,,,,,
17,train,855,"[1019, 1023): 'ICAC'",ORG,,,,,,,
17,train,855,"[1071, 1075): 'U.S.'",LOC,,,,,,,
17,train,855,"[1117, 1125): 'Honduran'",MISC,,,,,,,
17,train,855,"[1178, 1185): 'Chinese'",MISC,,,,,,,
17,train,856,"[11, 15): 'Thai'",MISC,,,,,,,
17,train,856,"[45, 52): 'Banharn'",PER,,,,,,,
17,train,856,"[58, 65): 'BANGKOK'",LOC,,,,,,,
17,train,856,"[160, 179): 'Banharn Silpa-archa'",PER,,,,,,,
17,train,856,"[341, 358): 'Rajapat Institute'",ORG,,,,,,,
17,train,856,"[379, 386): 'Banharn'",PER,,,,,,,
17,train,856,"[540, 547): 'Banharn'",PER,,,,,,,
17,train,856,"[929, 936): 'Banharn'",PER,,,,,,,
17,train,856,"[1020, 1040): 'Chatichai Choonhavan'",PER,,,,,,,
17,train,856,"[1158, 1179): 'Chavalit Yongchaiyudh'",PER,,,,,,,
17,train,856,"[1210, 1230): 'New Aspiration Party'",ORG,,,,,,,
17,train,856,"[1291, 1298): 'Banharn'",PER,,,,,,,
17,train,856,"[1602, 1610): 'Thailand'",LOC,,,,,,,
17,train,857,"[11, 16): 'Hamas'",ORG,,,,,,,
17,train,857,"[34, 40): 'Israel'",LOC,,,,,,,
17,train,857,"[63, 72): 'JERUSALEM'",LOC,,,,,,,
17,train,857,"[84, 91): 'Israeli'",MISC,,,,,,,
17,train,857,"[121, 128): 'Islamic'",MISC,,,,,,,
17,train,857,"[159, 171): 'Ahmed Yassin'",PER,,,,,,,
17,train,857,"[309, 314): 'Ramle'",LOC,,,,,,,
17,train,857,"[372, 378): 'Israel'",LOC,,,,,,,
17,train,857,"[432, 438): 'Yassin'",PER,,,,,,,
17,train,857,"[485, 491): 'Moslem'",MISC,,,,,,,
17,train,857,"[510, 516): 'Israel'",LOC,,,,,,,
17,train,857,"[580, 585): 'Hamas'",ORG,,,,,,,
17,train,857,"[605, 612): 'Israeli'",MISC,,,,,,,
17,train,857,"[633, 639): 'Yassin'",PER,,,,,,,
17,train,857,"[686, 691): 'Hamas'",ORG,,,,,,,
17,train,857,"[725, 733): 'Israelis'",MISC,,,,,,,
17,train,857,"[771, 781): 'Israel-PLO'",MISC,,,,,,,
17,train,857,"[795, 806): 'Palestinian'",MISC,,,,,,,
17,train,857,"[817, 830): 'Yasser Arafat'",PER,,,,,,,
17,train,857,"[849, 855): 'Israel'",LOC,,,,,,,
17,train,857,"[934, 940): 'Israel'",LOC,,,,,,,
17,train,857,"[1010, 1015): 'Hamas'",ORG,,,,,,,
17,train,857,"[1063, 1069): 'Yassin'",PER,,,,,,,
17,train,858,"[11, 19): 'Moroccan'",MISC,,,,,,,
17,train,858,"[55, 62): 'SKHIRAT'",LOC,,,,,,,
17,train,858,"[64, 71): 'Morocco'",LOC,,,,,,,
17,train,858,"[98, 105): 'Morocco'",LOC,,,,,,,
17,train,858,"[117, 124): 'Israeli'",MISC,,,,,,,
17,train,858,"[140, 152): 'Shimon Peres'",PER,,,,,,,
17,train,858,"[190, 197): 'Skhirat'",LOC,,,,,,,
17,train,858,"[225, 230): 'Rabat'",LOC,,,,,,,
17,train,858,"[262, 274): 'Shimon Peres'",PER,,,,,,,
17,train,858,"[323, 330): 'Morocco'",LOC,,,,,,,
17,train,858,"[407, 414): 'Skhirat'",LOC,,,,,,,
17,train,858,"[473, 478): 'Peres'",PER,,,,,,,
17,train,858,"[490, 497): 'Morocco'",LOC,,,,,,,
17,train,858,"[512, 517): 'Peres'",PER,,,,,,,
17,train,859,"[102, 114): 'Bill Clinton'",PER,,,,,,,
17,train,859,"[299, 306): 'Clinton'",PER,,,,,,,
17,train,859,"[431, 442): 'Dick Morris'",PER,,,,,,,
17,train,859,"[503, 516): 'Star magazine'",ORG,,,,,,,
17,train,859,"[538, 544): 'Morris'",PER,,,,,,,
17,train,859,"[657, 664): 'Clinton'",PER,,,,,,,
17,train,859,"[736, 747): 'Dick Morris'",PER,,,,,,,
17,train,859,"[805, 812): 'Clinton'",PER,,,,,,,
17,train,859,"[1007, 1013): 'Morris'",PER,,,,,,,
17,train,859,"[1309, 1316): 'Clinton'",PER,,,,,,,
17,train,859,"[1329, 1333): 'Dole'",PER,,,,,,,
17,train,859,"[1364, 1380): 'Dianne Feinstein'",PER,,,,,,,
17,train,859,"[1448, 1455): 'Clinton'",PER,,,,,,,
17,train,859,"[1552, 1561): 'Feinstein'",PER,,,,,,,
17,train,859,"[1568, 1575): 'Clinton'",PER,,,,,,,
17,train,859,"[1641, 1662): 'Democratic Convention'",MISC,,,,,,,
17,train,859,"[1928, 1935): 'Clinton'",PER,,,,,,,
17,train,859,"[1949, 1957): 'Bob Dole'",PER,,,,,,,
17,train,859,"[2006, 2019): 'Santa Barbara'",LOC,,,,,,,
17,train,859,"[2021, 2031): 'California'",LOC,,,,,,,
17,train,859,"[2033, 2037): 'Dole'",PER,,,,,,,
17,train,859,"[2109, 2115): 'Morris'",PER,,,,,,,
17,train,859,"[2133, 2140): 'Clinton'",PER,,,,,,,
17,train,859,"[2195, 2202): 'Clinton'",PER,,,,,,,
17,train,859,"[2229, 2235): 'Morris'",PER,,,,,,,
17,train,859,"[2280, 2290): 'Republican'",MISC,,,,,,,
17,train,859,"[2360, 2364): 'Dole'",PER,,,,,,,
17,train,859,"[2381, 2388): 'Clinton'",PER,,,,,,,
17,train,859,"[2487, 2497): 'Democratic'",MISC,,,,,,,
17,train,859,"[2588, 2595): 'Clinton'",PER,,,,,,,
17,train,859,"[2958, 2980): 'Hillary Rodham Clinton'",PER,,,,,,,
17,train,859,"[3057, 3065): 'American'",MISC,,,,,,,
17,train,860,"[11, 18): 'Montana'",LOC,,,,,,,
17,train,860,"[60, 68): 'NEW YORK'",LOC,,,,,,,
17,train,860,"[94, 101): 'Montana'",LOC,,,,,,,
17,train,860,"[153, 170): 'Piper Jaffray Inc'",ORG,,,,,,,
17,train,860,"[504, 523): 'U.S. Municipal Desk'",ORG,,,,,,,
17,train,861,"[62, 74): 'PHILADELPHIA'",LOC,,,,,,,
17,train,861,"[658, 684): 'University of Pennsylvania'",ORG,,,,,,,
17,train,861,"[1030, 1062): 'Institute for Human Gene Therapy'",ORG,,,,,,,
17,train,862,"[53, 60): 'CHICAGO'",LOC,,,,,,,
17,train,862,"[110, 114): 'USDA'",ORG,,,,,,,
17,train,862,"[156, 179): 'Taiwan Flour Mills Assn'",ORG,,,,,,,
17,train,862,"[250, 261): 'Continental'",ORG,,,,,,,
17,train,862,"[307, 324): 'Pacific Northwest'",LOC,,,,,,,
17,train,862,"[777, 788): 'Cargill Inc'",ORG,,,,,,,
17,train,862,"[832, 841): 'Nicaragua'",LOC,,,,,,,
17,train,862,"[899, 919): 'Japanese Food Agency'",ORG,,,,,,,
17,train,862,"[952, 956): 'U.S.'",LOC,,,,,,,
17,train,862,"[1206, 1240): 'Breakfast Soybean Procurement Assn'",ORG,,,,,,,
17,train,862,"[1266, 1270): 'U.S.'",LOC,,,,,,,
17,train,862,"[1281, 1286): 'Bunge'",ORG,,,,,,,
17,train,862,"[1315, 1322): 'Cargill'",ORG,,,,,,,
17,train,862,"[1372, 1381): 'U.S. Gulf'",LOC,,,,,,,
17,train,862,"[1405, 1408): 'PNW'",ORG,,,,,,,
17,train,862,"[1531, 1539): 'Pakistan'",LOC,,,,,,,
17,train,862,"[1597, 1608): 'Cargill Inc'",ORG,,,,,,,
17,train,862,"[1636, 1645): 'U.S. Gulf'",LOC,,,,,,,
17,train,862,"[1735, 1758): 'Cyprus Grain Commission'",ORG,,,,,,,
17,train,862,"[1873, 1879): 'Europe'",LOC,,,,,,,
17,train,862,"[1899, 1912): 'North America'",LOC,,,,,,,
17,train,862,"[1927, 1936): 'Sri Lanka'",LOC,,,,,,,
17,train,862,"[2120, 2124): 'USDA'",ORG,,,,,,,
17,train,862,"[2903, 2907): 'USDA'",ORG,,,,,,,
17,train,862,"[2915, 2919): 'U.S.'",LOC,,,,,,,
17,train,862,"[3022, 3036): 'European Union'",ORG,,,,,,,
17,train,862,"[3099, 3105): 'German'",MISC,,,,,,,
17,train,862,"[3148, 3154): 'France'",LOC,,,,,,,
17,train,862,"[3155, 3159): 'ONIC'",ORG,,,,,,,
17,train,862,"[3170, 3172): 'EU'",ORG,,,,,,,
17,train,862,"[3272, 3279): 'Chicago'",LOC,,,,,,,
17,train,863,"[11, 15): 'USDA'",ORG,,,,,,,
17,train,863,"[228, 232): 'USDA'",ORG,,,,,,,
17,train,864,"[46, 54): 'NEW YORK'",LOC,,,,,,,
17,train,864,"[118, 134): 'Conference Board'",ORG,,,,,,,
17,train,864,"[501, 517): 'Conference Board'",ORG,,,,,,,
17,train,864,"[528, 541): 'Ken Goldstein'",PER,,,,,,,
17,train,865,"[35, 48): 'Atlantic City'",LOC,,,,,,,
17,train,865,"[62, 75): 'ATLANTIC CITY'",LOC,,,,,,,
17,train,865,"[77, 81): 'N.J.'",LOC,,,,,,,
17,train,865,"[93, 106): 'Atlantic City'",LOC,,,,,,,
17,train,865,"[277, 292): 'Richard Andrews'",PER,,,,,,,
17,train,865,"[572, 584): 'Jerry Schein'",PER,,,,,,,
17,train,865,"[622, 640): 'Somerset Jewellers'",ORG,,,,,,,
17,train,865,"[804, 820): 'Charles McGilley'",PER,,,,,,,
17,train,865,"[827, 833): 'Schein'",PER,,,,,,,
17,train,865,"[934, 941): 'Andrews'",PER,,,,,,,
17,train,866,"[11, 23): 'O.J. Simpson'",PER,,,,,,,
17,train,866,"[403, 423): 'Nicole Brown Simpson'",PER,,,,,,,
17,train,866,"[441, 455): 'Ronald Goldman'",PER,,,,,,,
17,train,866,"[1246, 1253): 'Simpson'",PER,,,,,,,
17,train,866,"[2239, 2246): 'Simpson'",PER,,,,,,,
17,train,866,"[2313, 2353): 'D.C. Coalition Against Domestic Violence'",ORG,,,,,,,
17,train,867,"[11, 18): 'Clinton'",PER,,,,,,,
17,train,867,"[27, 33): 'Morris'",PER,,,,,,,
17,train,867,"[57, 64): 'CHICAGO'",LOC,,,,,,,
17,train,867,"[86, 98): 'Bill Clinton'",PER,,,,,,,
17,train,867,"[126, 137): 'Dick Morris'",PER,,,,,,,
17,train,867,"[205, 212): 'Clinton'",PER,,,,,,,
17,train,867,"[280, 287): 'Clinton'",PER,,,,,,,
17,train,867,"[298, 304): 'Morris'",PER,,,,,,,
17,train,867,"[439, 445): 'Morris'",PER,,,,,,,
17,train,867,"[730, 743): 'Star magazine'",ORG,,,,,,,
17,train,867,"[785, 798): 'New York Post'",ORG,,,,,,,
17,train,867,"[893, 903): 'Washington'",LOC,,,,,,,
17,train,867,"[914, 921): 'Clinton'",PER,,,,,,,
17,train,867,"[1199, 1206): 'Clinton'",PER,,,,,,,
17,train,867,"[1373, 1384): 'White House'",LOC,,,,,,,
17,train,868,"[11, 15): 'U.S.'",LOC,,,,,,,
17,train,868,"[58, 68): 'CHARLESTON'",LOC,,,,,,,
17,train,868,"[70, 74): 'S.C.'",LOC,,,,,,,
17,train,868,"[195, 205): 'Charleston'",LOC,,,,,,,
17,train,868,"[317, 334): 'Sullivan's Island'",LOC,,,,,,,
17,train,869,"[11, 18): 'Florida'",LOC,,,,,,,
17,train,869,"[57, 62): 'MIAMI'",LOC,,,,,,,
17,train,869,"[233, 247): 'Pembroke Pines'",LOC,,,,,,,
17,train,869,"[466, 478): 'Miami Herald'",ORG,,,,,,,
17,train,869,"[752, 766): 'Pembroke Pines'",LOC,,,,,,,
17,train,870,"[54, 64): 'WASHINGTON'",LOC,,,,,,,
17,train,871,"[37, 40): 'NBC'",ORG,,,,,,,
17,train,871,"[47, 54): 'CHICAGO'",LOC,,,,,,,
17,train,871,"[66, 77): 'Dick Morris'",PER,,,,,,,
17,train,871,"[83, 93): 'Republican'",MISC,,,,,,,
17,train,871,"[128, 132): 'U.S.'",LOC,,,,,,,
17,train,871,"[143, 155): 'Bill Clinton'",PER,,,,,,,
17,train,871,"[380, 391): 'White House'",LOC,,,,,,,
17,train,872,"[11, 15): 'U.S.'",LOC,,,,,,,
17,train,872,"[59, 66): 'CHICAGO'",LOC,,,,,,,
17,train,872,"[78, 82): 'U.S.'",LOC,,,,,,,
17,train,872,"[510, 517): 'Chicago'",LOC,,,,,,,
17,train,873,"[61, 66): 'PARIS'",LOC,,,,,,,
17,train,873,"[80, 94): 'European Union'",ORG,,,,,,,
17,train,873,"[121, 127): 'German'",MISC,,,,,,,
17,train,873,"[216, 228): 'Saudi Arabia'",LOC,,,,,,,
17,train,873,"[332, 338): 'German'",MISC,,,,,,,
17,train,873,"[388, 392): 'Ecus'",MISC,,,,,,,
17,train,873,"[404, 416): 'Saudi Arabia'",LOC,,,,,,,
17,train,873,"[776, 790): 'European Union'",ORG,,,,,,,
17,train,873,"[1097, 1103): 'German'",MISC,,,,,,,
17,train,873,"[1153, 1157): 'Ecus'",MISC,,,,,,,
17,train,873,"[1216, 1221): 'Paris'",LOC,,,,,,,
17,train,874,"[11, 17): 'French'",MISC,,,,,,,
17,train,874,"[163, 172): 'Cherbourg'",LOC,,,,,,,
17,train,874,"[332, 341): 'Cherbourg'",LOC,,,,,,,
17,train,874,"[487, 492): 'Indre'",LOC,,,,,,,
17,train,875,"[25, 33): 'Pakistan'",LOC,,,,,,,
17,train,875,"[99, 108): 'Pakistani'",MISC,,,,,,,
17,train,875,"[381, 384): 'Hub'",LOC,,,,,,,
17,train,875,"[389, 395): 'Gadoon'",LOC,,,,,,,
17,train,875,"[461, 475): 'Tando Allahyar'",LOC,,,,,,,
17,train,875,"[481, 490): 'Hyderabad'",LOC,,,,,,,
17,train,875,"[584, 596): 'Nawaz Sharif'",PER,,,,,,,
17,train,875,"[626, 649): 'Pakistan People's Party'",ORG,,,,,,,
17,train,875,"[686, 700): 'Benazir Bhutto'",PER,,,,,,,
17,train,875,"[814, 830): 'Sui Northern Gas'",ORG,,,,,,,
17,train,875,"[894, 902): 'Pakistan'",LOC,,,,,,,
17,train,875,"[1150, 1160): 'Gujar Khan'",LOC,,,,,,,
17,train,875,"[1177, 1185): 'Pakistan'",LOC,,,,,,,
17,train,875,"[1428, 1447): 'Mohib Textile Mills'",ORG,,,,,,,
17,train,875,"[1612, 1628): 'Asif Ali Zardari'",PER,,,,,,,
17,train,875,"[1729, 1734): 'Japan'",LOC,,,,,,,
17,train,875,"[1752, 1774): 'Karachi Stock Exchange'",ORG,,,,,,,
17,train,875,"[2069, 2091): 'Muslim Commercial Bank'",ORG,,,,,,,
17,train,875,"[2093, 2117): 'Vital Information System'",ORG,,,,,,,
17,train,875,"[2123, 2138): 'Duff and Phelps'",ORG,,,,,,,
17,train,875,"[2146, 2150): 'U.S.'",LOC,,,,,,,
17,train,875,"[2243, 2284): 'Credit Rating and Information Systems Ltd'",ORG,,,,,,,
17,train,875,"[2306, 2322): 'Sindh High Court'",ORG,,,,,,,
17,train,875,"[2366, 2390): 'Privatisation Commission'",ORG,,,,,,,
17,train,875,"[2427, 2456): 'Dadabhoy Investment (pvt) Ltd'",ORG,,,,,,,
17,train,875,"[2541, 2549): 'Pakistan'",LOC,,,,,,,
17,train,875,"[2554, 2558): 'Iran'",LOC,,,,,,,
17,train,875,"[2640, 2649): 'Islamabad'",LOC,,,,,,,
17,train,876,"[11, 17): 'Salang'",LOC,,,,,,,
17,train,876,"[42, 47): 'Kabul'",LOC,,,,,,,
17,train,876,"[75, 86): 'Afghanistan'",LOC,,,,,,,
17,train,876,"[102, 108): 'Salang'",LOC,,,,,,,
17,train,876,"[124, 129): 'Kabul'",LOC,,,,,,,
17,train,876,"[144, 155): 'Afghanistan'",LOC,,,,,,,
17,train,876,"[436, 442): 'Soviet'",MISC,,,,,,,
17,train,876,"[475, 486): 'Afghanistan'",LOC,,,,,,,
17,train,876,"[565, 584): 'Abdul Rashid Dostum'",PER,,,,,,,
17,train,876,"[606, 611): 'Kabul'",LOC,,,,,,,
17,train,876,"[860, 866): 'Afghan'",MISC,,,,,,,
17,train,877,"[61, 70): 'NEW DELHI'",LOC,,,,,,,
17,train,877,"[365, 379): 'Andhra Pradesh'",LOC,,,,,,,
17,train,878,"[47, 52): 'Nepal'",LOC,,,,,,,
17,train,878,"[54, 63): 'KATHMANDU'",LOC,,,,,,,
17,train,878,"[213, 218): 'Nepal'",LOC,,,,,,,
17,train,878,"[270, 287): 'Hari Maya Poudels'",PER,,,,,,,
17,train,878,"[297, 307): 'Madhumalla'",LOC,,,,,,,
17,train,878,"[485, 492): 'Reuters'",ORG,,,,,,,
17,train,878,"[500, 509): 'Himalayan'",MISC,,,,,,,
17,train,878,"[527, 536): 'Kathmandu'",LOC,,,,,,,
17,train,878,"[632, 637): 'Nepal'",LOC,,,,,,,
17,train,879,"[11, 21): 'Sri Lankan'",MISC,,,,,,,
17,train,879,"[59, 66): 'COLOMBO'",LOC,,,,,,,
17,train,879,"[132, 141): 'Sri Lanka'",LOC,,,,,,,
17,train,879,"[235, 267): 'Liberation Tigers of Tamil Eelam'",ORG,,,,,,,
17,train,879,"[269, 273): 'LTTE'",ORG,,,,,,,
17,train,879,"[332, 341): 'Welikanda'",LOC,,,,,,,
17,train,879,"[367, 374): 'Colombo'",LOC,,,,,,,
17,train,879,"[595, 607): 'Indian Ocean'",LOC,,,,,,,
17,train,879,"[837, 845): 'Vavuniya'",LOC,,,,,,,
17,train,879,"[987, 995): 'Vavuniya'",LOC,,,,,,,
17,train,879,"[1058, 1062): 'LTTE'",ORG,,,,,,,
17,train,880,"[11, 29): 'Vicorp Restaurants'",ORG,,,,,,,
17,train,880,"[68, 90): 'Vicorp Restaurants Inc'",ORG,,,,,,,
17,train,880,"[256, 266): 'Bestop Inc'",ORG,,,,,,,
17,train,880,"[270, 277): 'Boulder'",LOC,,,,,,,
17,train,880,"[293, 303): 'Craig Held'",PER,,,,,,,
17,train,880,"[392, 409): 'New York Newsdesk'",ORG,,,,,,,
17,train,881,"[11, 23): 'SoCal Edison'",ORG,,,,,,,
17,train,881,"[55, 63): 'NEW YORK'",LOC,,,,,,,
17,train,881,"[75, 104): 'Southern California Edison Co'",ORG,,,,,,,
17,train,881,"[168, 178): 'California'",LOC,,,,,,,
17,train,881,"[374, 386): 'Steve Conroy'",PER,,,,,,,
17,train,881,"[614, 626): 'SoCal Edison'",ORG,,,,,,,
17,train,881,"[638, 644): 'Sierra'",LOC,,,,,,,
17,train,881,"[759, 770): 'Los Angeles'",LOC,,,,,,,
17,train,881,"[845, 851): 'Sierra'",LOC,,,,,,,
17,train,881,"[1074, 1080): 'Conroy'",PER,,,,,,,
17,train,881,"[1357, 1364): 'R Leong'",PER,,,,,,,
17,train,881,"[1366, 1385): 'New York Power Desk'",ORG,,,,,,,
17,train,882,"[11, 34): 'Dreyfus Strategic Munis'",ORG,,,,,,,
17,train,882,"[56, 64): 'NEW YORK'",LOC,,,,,,,
17,train,882,"[175, 207): 'Dreyfus Strategic Municipals Inc'",ORG,,,,,,,
17,train,883,"[11, 31): 'Sierra Semiconductor'",ORG,,,,,,,
17,train,883,"[83, 108): 'Sierra Semiconductor Corp'",ORG,,,,,,,
17,train,883,"[638, 649): 'Elias Moosa'",PER,,,,,,,
17,train,883,"[653, 676): 'Roberston Stephens & Co'",ORG,,,,,,,
17,train,883,"[702, 708): 'Sierra'",ORG,,,,,,,
17,train,883,"[876, 886): 'PMC-Sierra'",ORG,,,,,,,
17,train,883,"[1144, 1157): 'Scott Randall'",PER,,,,,,,
17,train,883,"[1161, 1186): 'Soundview Financial Group'",ORG,,,,,,,
17,train,883,"[1560, 1596): 'International Business Machines Corp'",ORG,,,,,,,
17,train,883,"[1898, 1907): 'Miles Kan'",PER,,,,,,,
17,train,883,"[1911, 1928): 'Hambrecht & Quist'",ORG,,,,,,,
17,train,883,"[2013, 2023): 'PMC-Sierra'",ORG,,,,,,,
17,train,883,"[2172, 2175): 'Kan'",PER,,,,,,,
17,train,883,"[2190, 2193): 'PMC'",ORG,,,,,,,
17,train,883,"[2232, 2238): 'Sierra'",ORG,,,,,,,
17,train,883,"[2395, 2402): 'Seattle'",LOC,,,,,,,
17,train,884,"[11, 20): 'Housecall'",ORG,,,,,,,
17,train,884,"[55, 63): 'NEW YORK'",LOC,,,,,,,
17,train,884,"[118, 149): 'Housecall Medical Resources Inc'",ORG,,,,,,,
17,train,884,"[265, 279): 'Morgan Stanley'",ORG,,,,,,,
17,train,884,"[342, 351): 'Housecall'",ORG,,,,,,,
17,train,884,"[399, 412): 'Atlanta-based'",MISC,,,,,,,
17,train,884,"[458, 469): 'Wall Street'",LOC,,,,,,,
17,train,884,"[580, 589): 'Housecall'",ORG,,,,,,,
17,train,884,"[689, 701): 'non-Medicare'",MISC,,,,,,,
17,train,884,"[824, 832): 'Medicare'",MISC,,,,,,,
17,train,885,"[11, 25): 'First Alliance'",ORG,,,,,,,
17,train,885,"[44, 50): 'IRVINE'",LOC,,,,,,,
17,train,886,"[11, 16): 'Oasis'",ORG,,,,,,,
17,train,886,"[34, 38): 'U.S.'",LOC,,,,,,,
17,train,886,"[54, 60): 'LONDON'",LOC,,,,,,,
17,train,886,"[72, 86): 'Liam Gallagher'",PER,,,,,,,
17,train,886,"[98, 105): 'Britain'",LOC,,,,,,,
17,train,886,"[202, 206): 'U.S.'",LOC,,,,,,,
17,train,886,"[336, 343): 'Chicago'",LOC,,,,,,,
17,train,886,"[523, 527): 'Liam'",PER,,,,,,,
17,train,886,"[605, 609): 'Noel'",PER,,,,,,,
17,train,886,"[611, 615): 'Liam'",PER,,,,,,,
17,train,886,"[638, 644): 'London'",LOC,,,,,,,
17,train,886,"[789, 801): 'Patsy Kensit'",PER,,,,,,,
17,train,886,"[830, 834): 'Liam'",PER,,,,,,,
17,train,886,"[898, 902): 'U.S.'",LOC,,,,,,,
17,train,886,"[972, 976): 'U.S.'",LOC,,,,,,,
17,train,886,"[1048, 1055): 'Chicago'",LOC,,,,,,,
17,train,886,"[1076, 1090): 'Noel Gallagher'",PER,,,,,,,
17,train,887,"[11, 25): 'Slough Estates'",ORG,,,,,,,
17,train,887,"[54, 60): 'LONDON'",LOC,,,,,,,
17,train,887,"[131, 149): 'Slough Estates Plc'",ORG,,,,,,,
17,train,887,"[209, 215): 'Slough'",ORG,,,,,,,
17,train,887,"[375, 387): 'British Land'",ORG,,,,,,,
17,train,887,"[412, 427): 'Land Securities'",ORG,,,,,,,
17,train,887,"[453, 462): 'Hammerson'",ORG,,,,,,,
17,train,887,"[537, 550): 'Merrill Lynch'",ORG,,,,,,,
17,train,887,"[555, 566): 'SBC Warburg'",ORG,,,,,,,
17,train,887,"[628, 641): 'Merrill Lynch'",ORG,,,,,,,
17,train,887,"[646, 657): 'SBC Warburg'",ORG,,,,,,,
17,train,887,"[713, 726): 'Merrill Lynch'",ORG,,,,,,,
17,train,887,"[906, 917): 'SBC Warburg'",ORG,,,,,,,
17,train,887,"[1133, 1144): 'SBC Warburg'",ORG,,,,,,,
17,train,887,"[1167, 1178): 'SBC Warburg'",ORG,,,,,,,
17,train,887,"[1365, 1376): 'SBC Warburg'",ORG,,,,,,,
17,train,887,"[1419, 1433): 'Slough Estates'",ORG,,,,,,,
17,train,887,"[1515, 1521): 'Slough'",ORG,,,,,,,
17,train,887,"[1537, 1548): 'Nigel Mobbs'",PER,,,,,,,
17,train,887,"[1795, 1808): 'Jonathan Birt'",PER,,,,,,,
17,train,887,"[1810, 1825): 'London Newsroom'",ORG,,,,,,,
17,train,888,"[11, 17): 'Canada'",LOC,,,,,,,
17,train,888,"[62, 68): 'OTTAWA'",LOC,,,,,,,
17,train,888,"[254, 271): 'Statistics Canada'",ORG,,,,,,,
17,train,888,"[332, 334): 'C$'",MISC,,,,,,,
17,train,888,"[374, 376): 'C$'",MISC,,,,,,,
17,train,888,"[432, 434): 'C$'",MISC,,,,,,,
17,train,888,"[474, 483): 'Canadians'",MISC,,,,,,,
17,train,888,"[532, 534): 'C$'",MISC,,,,,,,
17,train,889,"[11, 20): 'Jordanian'",MISC,,,,,,,
17,train,889,"[24, 32): 'Kabariti'",PER,,,,,,,
17,train,889,"[39, 45): 'Arafat'",PER,,,,,,,
17,train,889,"[60, 68): 'RAMALLAH'",LOC,,,,,,,
17,train,889,"[70, 79): 'West Bank'",LOC,,,,,,,
17,train,889,"[116, 139): 'Abdul-Karim al-Kabariti'",PER,,,,,,,
17,train,889,"[157, 168): 'Palestinian'",MISC,,,,,,,
17,train,889,"[179, 192): 'Yasser Arafat'",PER,,,,,,,
17,train,889,"[200, 209): 'West Bank'",LOC,,,,,,,
17,train,889,"[237, 248): 'Middle East'",LOC,,,,,,,
17,train,889,"[280, 288): 'Kabariti'",PER,,,,,,,
17,train,889,"[311, 328): 'Palestinian-ruled'",MISC,,,,,,,
17,train,889,"[329, 337): 'Ramallah'",LOC,,,,,,,
17,train,889,"[394, 400): 'Arafat'",PER,,,,,,,
17,train,889,"[471, 477): 'Jordan'",LOC,,,,,,,
17,train,889,"[554, 565): 'Palestinian'",MISC,,,,,,,
17,train,889,"[588, 597): 'West Bank'",LOC,,,,,,,
17,train,889,"[602, 606): 'Gaza'",LOC,,,,,,,
17,train,889,"[608, 614): 'Arafat'",PER,,,,,,,
17,train,889,"[670, 673): 'GMT'",MISC,,,,,,,
17,train,889,"[694, 701): 'Israeli'",MISC,,,,,,,
17,train,889,"[728, 737): 'Jerusalem'",LOC,,,,,,,
17,train,889,"[739, 745): 'Jordan'",LOC,,,,,,,
17,train,889,"[775, 780): 'Petra'",ORG,,,,,,,
17,train,889,"[786, 794): 'Kabariti'",PER,,,,,,,
17,train,890,"[11, 15): 'Iran'",LOC,,,,,,,
17,train,890,"[59, 65): 'TEHRAN'",LOC,,,,,,,
17,train,890,"[153, 157): 'Iran'",LOC,,,,,,,
17,train,890,"[287, 302): 'West Azerbaijan'",LOC,,,,,,,
17,train,890,"[485, 496): 'pan-Turkism'",MISC,,,,,,,
17,train,890,"[572, 579): 'Turkish'",MISC,,,,,,,
17,train,890,"[596, 600): 'Iran'",LOC,,,,,,,
17,train,890,"[664, 670): 'Turkey'",LOC,,,,,,,
17,train,890,"[734, 740): 'Tehran'",LOC,,,,,,,
17,train,890,"[747, 753): 'Ankara'",LOC,,,,,,,
17,train,890,"[771, 778): 'Turkish'",MISC,,,,,,,
17,train,890,"[812, 818): 'Turkey'",LOC,,,,,,,
17,train,890,"[833, 840): 'Iranian'",MISC,,,,,,,
17,train,890,"[890, 897): 'Iranian'",MISC,,,,,,,
